"lang","file","core_extended","speaker",wd_ID,wd,"start","end",mc-zero,"ref","tx","ft","mb_ID","mb","doreco-mb-algn","ps","gl","ph_ID","ph","refind","isnref"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001869,"vič",477.346,477.736,"****","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003004","vič","****","np:p","apple(ABS)","p007004 p007005 p007006","v i tS","0051","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001870,"<p:>",477.736,478.116,"<p:>","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003005","<p:>","<p:>","<p:>","<p:>","p007007","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001871,"ič",478.116,478.347,"% _ _ | #cv _ _","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003006","ič","****","nc","NC","p007008 p007009","i tS","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001872,"ʔult’uc̊ːun",478.347,479.032,"0.h:s_cv 0023 _","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003007 m003008","ult’uc̊ː un","**** ****","v:pred","(HSG)jump_off PCVB","p007010 p007011 p007012 p007013 p007014 p007015 p007016 p007017","? u l t_> u t:S_w u n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001873,"dufu",479.032,479.448,"% _ _ | #cv _ _ | 0.h:s_cv 0023 _","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003009 m003010 m003011","du f un","**** **** ****","v:pred","PFV go PCVB","p007018 p007019 p007020 p007021","d u f u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001874,"čan",479.448,479.736,"****","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003012 m003013","ča n","**** ****","ln_refl.h:poss","REFL.SG GEN","p007022 p007023 p007024","tS a n","0023","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001875,"<p:>",479.736,480.136,"<p:>","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003014","<p:>","<p:>","<p:>","<p:>","p007025","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001876,"alis̊in",480.136,480.669,"****","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003015 m003016 m003017 m003018","al i s̊i n","**** **** **** ****","np:g","(SUPER)be PTCP place SUPER","p007026 p007027 p007028 p007029 p007030 p007031","a l i S_w i n","0025","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001877,"čan",480.669,480.966,"% _ _ | #cv _ _ | 0.h:s_cv 0023 _","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003019 m003020","ča n","**** ****","ln_refl.h:poss","REFL.SG GEN","p007032 p007033 p007034","tS a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001878,"ali",480.966,481.256,"****","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003021 m003022","al i","**** ****","ln","(SUPER)be PTCP","p007035 p007036 p007037","a l i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001879,"formajiz",481.256,481.806,"****","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003023 m003024","forma.ji z","**** ****","np:other","form DAT","p007038 p007039 p007040 p007041 p007042 p007043 p007044 p007045","f o r m a j i z","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001880,"dufun",481.806,482.246,"****","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003025 m003026 m003027","du f un","**** **** ****","v:pred","PFV come PCVB","p007046 p007047 p007048 p007049 p007050","d u f u n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001881,"<p:>",482.246,482.506,"<p:>","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003028","<p:>","<p:>","<p:>","<p:>","p007051","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001882,"haˁjvan",482.506,482.979,"% _ _ | 0.h:a 0023 _","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003029","haˁjvan","****","np:p","horse(ABS)","p007052 p007053 p007054 p007055 p007056 p007057","h a_?\ j v a n","0016","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001883,"teebturu",482.979,483.680,"****","0098_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ c̊uc̊ːun ʁaˁč’.niqinǯi qipu hamu vič ič ult’uc̊ːun dufun čan alis̊in, čan ali forma.jiz dufun, haˁjvan teebturu.","Having thrown the apple to his armpit, having jumped off from the horse, going to his home, coming back in the dress that he had before, he let the horse go.","m003030 m003031","tee<b>t uru","**** ****","v:pred","<NSG>let FUT","p007058 p007059 p007060 p007061 p007062 p007063 p007064 p007065","t e e b t u r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001884,"<p:>",483.680,485.628,"<p:>","<p:>","<p:>","<p:>","m003032","<p:>","<p:>","<p:>","<p:>","p007066","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001885,"aˁχuˁ",485.628,485.924,"## _ _","0099_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ čuc̊ː.u vič ʁivunza k’uri.","The big brother said: I took down the apple!","m003033","aˁχuˁ","****","ln_adj","big","p007067 p007068 p007069","a_?\ X u_?\","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001886,"čuc̊ːu",485.924,486.270,"****","0099_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ čuc̊ː.u vič ʁivunza k’uri.","The big brother said: I took down the apple!","m003034","čuc̊ː.u","****","np.h:a_ds","brother(ERG)","p007070 p007071 p007072 p007073","tS u t:S_w u","0011","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001887,"vič",486.270,486.578,"##ds _ _ | 0.h:a 0011 _","0099_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ čuc̊ː.u vič ʁivunza k’uri.","The big brother said: I took down the apple!","m003035","vič","****","np:p","apple(ABS)","p007074 p007075 p007076","v i tS","0051","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001888,"ʁivunza",486.578,486.878,"****","0099_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ čuc̊ː.u vič ʁivunza k’uri.","The big brother said: I took down the apple!","m003036 m003037 m003038 m003039","ʁ iv un za","**** **** **** ****","v:pred==rv-pro_1_a","PFV put PST 1SGːAG","p007077 p007078 p007079 p007080 p007081 p007082 p007083","R i v u n z a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001889,"k’uri",486.878,487.157,"% _ _","0099_DoReCo_doreco_taba1259_mc_tabasaran_horse","aˁχuˁ čuc̊ː.u vič ʁivunza k’uri.","The big brother said: I took down the apple!","m003040","k’uri","****","other","CIT","p007084 p007085 p007086 p007087","k_> u r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001890,"šadǯi",487.157,487.858,"## _ _ | #cv _ _ | 0.h:s_cv 0011 _","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003041 m003042","šad ǯi","**** ****","other","gladness ADV","p007088 p007089 p007090 p007091 p007092","S a d dZ i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001891,"dufun",487.858,488.441,"****","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003043 m003044 m003045","du f un","**** **** ****","v:pred","PFV come PCVB","p007093 p007094 p007095 p007096 p007097","d u f u n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001892,"<p:>",488.441,488.792,"<p:>","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003046","<p:>","<p:>","<p:>","<p:>","p007098","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001893,"hamu",488.792,489.066,"% _ _","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003047 m003048","ha mu","**** ****","ln_dem","EMPH PROX(ATTR)","p007099 p007100 p007101 p007102","h a m u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001894,"pačːihǯin",489.066,489.872,"****","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003049 m003050","pačːih.ǯi n","**** ****","ln_np.h:poss","king GEN","p007103 p007104 p007105 p007106 p007107 p007108 p007109 p007110","p a t:S i h dZ i n","0046","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001895,"riš",489.872,490.356,"****","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003051","riš","****","np.h:s","girl(ABS)","p007111 p007112 p007113","r i S","0053","bridging"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001896,"<p:>",490.356,490.676,"<p:>","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003052","<p:>","<p:>","<p:>","<p:>","p007114","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001897,"muʁan",490.676,491.006,"****","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003053 m003054","muʁa n","**** ****","ln_dem_pro.h:poss","PROX GEN","p007115 p007116 p007117 p007118 p007119","m u R a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001898,"q’ismat",491.006,491.657,"****","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003055","q’ismat","****","np:pred","fate(ABS)","p007120 p007121 p007122 p007123 p007124 p007125","q_> i s m a t","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001899,"vu",491.657,491.836,"****","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003056","vu","****","cop","COP","p007126 p007127","v u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001900,"<p:>",491.836,491.967,"<p:>","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003057","<p:>","<p:>","<p:>","<p:>","p007128","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001901,"k’uri",491.967,492.406,"****","0100_DoReCo_doreco_taba1259_mc_tabasaran_horse","šadǯi dufun hamu pačːih.ǯin riš muʁan q’ismat vu k’uri","He came happily (to the king), he became the betrothed of the king's daughter.","m003058","k’uri","****","other","CIT","p007129 p007130 p007131 p007132","k_> u r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001902,"<p:>",492.406,492.927,"<p:>","<p:>","<p:>","<p:>","m003059","<p:>","<p:>","<p:>","<p:>","p007133","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001903,"muʁaz",492.927,493.618,"## _ _","0101_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz jiʁ ǯivru murar.i.","They set a day for his wedding.","m003060 m003061","muʁa z","**** ****","dem_pro.h:obl","PROX DAT","p007134 p007135 p007136 p007137 p007138","m u R a z","0011","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001904,"<p:>",493.618,494.697,"<p:>","0101_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz jiʁ ǯivru murar.i.","They set a day for his wedding.","m003062","<p:>","<p:>","<p:>","<p:>","p007139","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001905,"jiʁ",494.697,495.067,"****","0101_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz jiʁ ǯivru murar.i.","They set a day for his wedding.","m003063","jiʁ","****","np:p","day(ABS)","p007140 p007141 p007142","j i R","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001906,"ǯivru",495.067,495.497,"****","0101_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz jiʁ ǯivru murar.i.","They set a day for his wedding.","m003064 m003065","ǯiv ru","**** ****","v:pred","put FUT","p007143 p007144 p007145 p007146 p007147","dZ i v r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001907,"murari",495.497,495.967,"****","0101_DoReCo_doreco_taba1259_mc_tabasaran_horse","muʁaz jiʁ ǯivru murar.i.","They set a day for his wedding.","m003066 m003067","mu rar.i","**** ****","dem_pro.h:a","PROX PL(ERG)","p007148 p007149 p007150 p007151 p007152 p007153","m u r a r i","0054","bridging"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001908,"<p:>",495.967,496.620,"<p:>","<p:>","<p:>","<p:>","m003068","<p:>","<p:>","<p:>","<p:>","p007154","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001909,"qa",496.620,496.893,"## _ _","0102_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa q’aˁl.an čučː.un vič jivuz aˁʁuˁru.","Then they went to knock down the apple of the middle sister.","m003069","qa","****","other","then","p007155 p007156","q a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001910,"q’aˁlan",496.893,497.344,"#ac_in _ _ | f0.h:a_in _ _","0102_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa q’aˁl.an čučː.un vič jivuz aˁʁuˁru.","Then they went to knock down the apple of the middle sister.","m003070 m003071","q’aˁl.a n","**** ****","ln","middle GEN","p007157 p007158 p007159 p007160 p007161","q_> a_?\ l a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001911,"čučːun",497.344,497.734,"****","0102_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa q’aˁl.an čučː.un vič jivuz aˁʁuˁru.","Then they went to knock down the apple of the middle sister.","m003072 m003073","čučː.u n","**** ****","ln_np.h:poss","sister GEN","p007162 p007163 p007164 p007165 p007166","tS u t:S u n","0055","bridging"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001912,"vič",497.734,497.993,"****","0102_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa q’aˁl.an čučː.un vič jivuz aˁʁuˁru.","Then they went to knock down the apple of the middle sister.","m003074","vič","****","np:p","apple(ABS)","p007167 p007168 p007169","v i tS","0056","bridging"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001913,"jivuz",497.993,498.234,"****","0102_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa q’aˁl.an čučː.un vič jivuz aˁʁuˁru.","Then they went to knock down the apple of the middle sister.","m003075 m003076","jivu z","**** ****","vother:pred","hit INF","p007170 p007171 p007172 p007173 p007174","j i v u z","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001914,"aˁʁuˁru",498.234,498.614,"% _ _ | 0.h:s _ _","0102_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa q’aˁl.an čučː.un vič jivuz aˁʁuˁru.","Then they went to knock down the apple of the middle sister.","m003077 m003078","aˁʁ uˁru","**** ****","v:pred","(PL)go FUT","p007175 p007176 p007177 p007178 p007179","a_?\ R u_?\ r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001915,"<p:>",498.614,499.203,"<p:>","<p:>","<p:>","<p:>","m003079","<p:>","<p:>","<p:>","<p:>","p007180","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001916,"q’aˁlan",499.203,499.542,"## _ _ | #ac_pc _ _ | #ac_in _ _ | f0.h:a_in _ _","0103_DoReCo_doreco_taba1259_mc_tabasaran_horse","q’aˁl.an čučː.un vič jivuz ʁušgan, q’aˁl.an c̊ira aˁʁuˁru.","When it was the time to knock down the apple of the middle sister, the middle brother goes (there).","m003080 m003081","q’aˁl.a n","**** ****","ln","middle GEN","p007181 p007182 p007183 p007184 p007185","q_> a_?\ l a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001917,"čučːun",499.542,499.832,"****","0103_DoReCo_doreco_taba1259_mc_tabasaran_horse","q’aˁl.an čučː.un vič jivuz ʁušgan, q’aˁl.an c̊ira aˁʁuˁru.","When it was the time to knock down the apple of the middle sister, the middle brother goes (there).","m003082 m003083","čučː.u n","**** ****","ln_np.h:poss","sister GEN","p007186 p007187 p007188 p007189 p007190","tS u t:S u n","0055","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001918,"vič",499.832,500.090,"****","0103_DoReCo_doreco_taba1259_mc_tabasaran_horse","q’aˁl.an čučː.un vič jivuz ʁušgan, q’aˁl.an c̊ira aˁʁuˁru.","When it was the time to knock down the apple of the middle sister, the middle brother goes (there).","m003084","vič","****","np:p","apple(ABS)","p007191 p007192 p007193","v i tS","0056","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001919,"jivuz",500.090,500.302,"****","0103_DoReCo_doreco_taba1259_mc_tabasaran_horse","q’aˁl.an čučː.un vič jivuz ʁušgan, q’aˁl.an c̊ira aˁʁuˁru.","When it was the time to knock down the apple of the middle sister, the middle brother goes (there).","m003085 m003086","jivu z","**** ****","vother:pred","hit INF","p007194 p007195 p007196 p007197 p007198","j i v u z","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001920,"ʁušgan",500.302,500.502,"% _ _ | 0.h:s_pc _ _","0103_DoReCo_doreco_taba1259_mc_tabasaran_horse","q’aˁl.an čučː.un vič jivuz ʁušgan, q’aˁl.an c̊ira aˁʁuˁru.","When it was the time to knock down the apple of the middle sister, the middle brother goes (there).","m003087 m003088 m003089","ʁ uš gan","**** **** ****","v:pred","PFV (HSG)go PFV.PTCP+TEMP","p007199 p007200 p007201 p007202 p007203 p007204","R u S g a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001921,"q’aˁlan",500.502,500.882,"% _ _","0103_DoReCo_doreco_taba1259_mc_tabasaran_horse","q’aˁl.an čučː.un vič jivuz ʁušgan, q’aˁl.an c̊ira aˁʁuˁru.","When it was the time to knock down the apple of the middle sister, the middle brother goes (there).","m003090 m003091","q’aˁl.a n","**** ****","ln_np","middle GEN","p007205 p007206 p007207 p007208 p007209","q_> a_?\ l a n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001922,"c̊ira",500.882,501.182,"****","0103_DoReCo_doreco_taba1259_mc_tabasaran_horse","q’aˁl.an čučː.un vič jivuz ʁušgan, q’aˁl.an c̊ira aˁʁuˁru.","When it was the time to knock down the apple of the middle sister, the middle brother goes (there).","m003092 m003093","c̊i ra","**** ****","np.h:s==other","brother(ABS) ADD","p007210 p007211 p007212 p007213","tS_w i r a","0018","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001923,"aˁʁuˁru",501.182,501.592,"****","0103_DoReCo_doreco_taba1259_mc_tabasaran_horse","q’aˁl.an čučː.un vič jivuz ʁušgan, q’aˁl.an c̊ira aˁʁuˁru.","When it was the time to knock down the apple of the middle sister, the middle brother goes (there).","m003094 m003095","aˁʁ uˁru","**** ****","v:pred","(HSG)go FUT","p007214 p007215 p007216 p007217 p007218","a_?\ R u_?\ r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001924,"<p:>",501.592,501.994,"<p:>","<p:>","<p:>","<p:>","m003096","<p:>","<p:>","<p:>","<p:>","p007219","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001925,"qa",501.994,502.094,"## _ _","0104_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa mura dušun sab ǯinis̊.axna, sabsan č’ar dubgun, hamu haˁjvan ʁuˁru.","He [= the youngest brother] went to a secret place, burnt another hair, and the horse came.","m003097","qa","****","other","then","p007220 p007221","q a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001926,"mura",502.094,502.755,"#cv _ _","0104_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa mura dušun sab ǯinis̊.axna, sabsan č’ar dubgun, hamu haˁjvan ʁuˁru.","He [= the youngest brother] went to a secret place, burnt another hair, and the horse came.","m003098 m003099","mu ra","**** ****","dem_pro.h:s_cv==other","PROX(ABS) ADD","p007222 p007223 p007224 p007225","m u r a","0023","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001927,"<p:>",502.755,503.054,"<p:>","0104_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa mura dušun sab ǯinis̊.axna, sabsan č’ar dubgun, hamu haˁjvan ʁuˁru.","He [= the youngest brother] went to a secret place, burnt another hair, and the horse came.","m003100","<p:>","<p:>","<p:>","<p:>","p007226","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001928,"dušun",503.054,503.414,"****","0104_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa mura dušun sab ǯinis̊.axna, sabsan č’ar dubgun, hamu haˁjvan ʁuˁru.","He [= the youngest brother] went to a secret place, burnt another hair, and the horse came.","m003101 m003102 m003103","d uš un","**** **** ****","v:pred","PFV (HSG)go PCVB","p007227 p007228 p007229 p007230 p007231","d u S u n","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001929,"sab",503.414,503.646,"****","0104_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa mura dušun sab ǯinis̊.axna, sabsan č’ar dubgun, hamu haˁjvan ʁuˁru.","He [= the youngest brother] went to a secret place, burnt another hair, and the horse came.","m003104 m003105","sa b","**** ****","ln_num","one NSG","p007232 p007233 p007234","s a b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_horse",core,"TS02",w001930,"<<ui>>",503.646,504.024,"****","0104_DoReCo_doreco_taba1259_mc_tabasaran_horse","qa mura dušun sab ǯinis̊.axna, sabsan č’ar dubgun, hamu haˁjvan ʁuˁru.","He [= the youngest brother] went to a secret place, burnt another hair, and the horse came.","m003106","****","****","****","****","p007235","<<ui>>","****","****"
